Jahr,Profs,StudierendeGesamt,Drittmitteleinnahmen,Zitationen,ExzGefoerdertDummy_U,ExzDreiFLDummy_U,LuFid,EinheitlicheID
2017,0,209,220.4666067727637,4,gefoerdert,nicht gefoerdert,23,122
2018,0,292,717.4283106993087,6,gefoerdert,nicht gefoerdert,23,122
2016,,,2.048417176460631,11,gefoerdert,nicht gefoerdert,10,122
2017,,,,16,gefoerdert,nicht gefoerdert,10,122
2018,,,,17,gefoerdert,nicht gefoerdert,10,122
2016,9,537,4045.057811469203,1,gefoerdert,nicht gefoerdert,3,122
2017,9,497,5422.275274067261,3,gefoerdert,nicht gefoerdert,3,122
2018,8,427,5514.652108319545,1,gefoerdert,nicht gefoerdert,3,122
2016,,28,0,1,gefoerdert,nicht gefoerdert,4,122
2017,,27,2.012808826641097,,gefoerdert,nicht gefoerdert,4,122
2018,,23,.1797219211126051,,gefoerdert,nicht gefoerdert,4,122
2016,9,576,174.3994345081318,51,gefoerdert,nicht gefoerdert,22,122
2017,9,574,315.7731149337168,68,gefoerdert,nicht gefoerdert,22,122
2018,8,557,241.687340740154,52,gefoerdert,nicht gefoerdert,22,122
2016,4,462,3.767225329153865,51,gefoerdert,nicht gefoerdert,5,122
2017,4,401,3.623055844327519,68,gefoerdert,nicht gefoerdert,5,122
2018,4,384,58.88857982605499,52,gefoerdert,nicht gefoerdert,5,122
2016,8,506,327.3938567699203,51,gefoerdert,nicht gefoerdert,44,122
2017,7,511,444.2177481636622,68,gefoerdert,nicht gefoerdert,44,122
2018,6,496,557.4066415069402,52,gefoerdert,nicht gefoerdert,44,122
2016,1,0,0,51,gefoerdert,nicht gefoerdert,45,122
2017,1,0,0,68,gefoerdert,nicht gefoerdert,45,122
2018,1,0,0,52,gefoerdert,nicht gefoerdert,45,122
2016,,,,51,gefoerdert,nicht gefoerdert,7,122
2017,,,,68,gefoerdert,nicht gefoerdert,7,122
2018,,,,52,gefoerdert,nicht gefoerdert,7,122
2016,,,91.92364796778428,3,gefoerdert,nicht gefoerdert,28,122
2017,,,0,1,gefoerdert,nicht gefoerdert,28,122
2018,,,0,2,gefoerdert,nicht gefoerdert,28,122
2016,9,718,1441.739272252788,1557,gefoerdert,nicht gefoerdert,39,122
2017,9,768,1321.443744361381,1585,gefoerdert,nicht gefoerdert,39,122
2018,9,809,957.230375754859,1706,gefoerdert,nicht gefoerdert,39,122
2016,5,301,502.9031479669673,200,gefoerdert,nicht gefoerdert,17,122
2017,5,307,401.4528768086524,173,gefoerdert,nicht gefoerdert,17,122
2018,5,317,549.04239834132,212,gefoerdert,nicht gefoerdert,17,122
2016,,,,,gefoerdert,nicht gefoerdert,46,122
2017,,,,,gefoerdert,nicht gefoerdert,46,122
2018,,,,,gefoerdert,nicht gefoerdert,46,122
2016,4,376,306.9404019315596,7,gefoerdert,nicht gefoerdert,49,122
2017,4,346,182.8536079737276,9,gefoerdert,nicht gefoerdert,49,122
2018,4,339,178.8161239145977,9,gefoerdert,nicht gefoerdert,49,122
2016,1,379,,,gefoerdert,nicht gefoerdert,41,122
2017,1,419,0,,gefoerdert,nicht gefoerdert,41,122
2018,0,488,,,gefoerdert,nicht gefoerdert,41,122
2016,,,,,gefoerdert,nicht gefoerdert,43,122
2017,,16,,,gefoerdert,nicht gefoerdert,43,122
2018,,19,,,gefoerdert,nicht gefoerdert,43,122
2016,,0,,35,gefoerdert,nicht gefoerdert,38,122
2017,,0,,47,gefoerdert,nicht gefoerdert,38,122
2018,,0,,60,gefoerdert,nicht gefoerdert,38,122
2016,1,127,71.78026337325001,27,gefoerdert,nicht gefoerdert,48,122
2017,1,114,111.4327517021907,24,gefoerdert,nicht gefoerdert,48,122
2018,1,153,35.74489224775208,44,gefoerdert,nicht gefoerdert,48,122
2016,,,,2,gefoerdert,nicht gefoerdert,47,122
2017,,,,2,gefoerdert,nicht gefoerdert,47,122
2018,,,,2,gefoerdert,nicht gefoerdert,47,122
2016,18,2252,930.9850937129108,5,gefoerdert,nicht gefoerdert,42,122
2017,17,2155,716.0018543428871,14,gefoerdert,nicht gefoerdert,42,122
2018,18,2087,761.4134512618811,10,gefoerdert,nicht gefoerdert,42,122
2016,,,,11,gefoerdert,nicht gefoerdert,53,122
2017,,,,4,gefoerdert,nicht gefoerdert,53,122
2018,,,,7,gefoerdert,nicht gefoerdert,53,122
2016,14,1609,1295.414361554672,325,gefoerdert,nicht gefoerdert,56,122
2017,14,1490,443.6596645849643,407,gefoerdert,nicht gefoerdert,56,122
2018,14,1426,188.3395811326695,359,gefoerdert,nicht gefoerdert,56,122
2016,0,87,75.0409699850792,,gefoerdert,nicht gefoerdert,33,122
2017,0,83,5.104300087618376,,gefoerdert,nicht gefoerdert,33,122
2018,0,84,0,,gefoerdert,nicht gefoerdert,33,122
2016,13,342,976.0167069653238,586,gefoerdert,nicht gefoerdert,32,122
2017,15,321,1530.31565383365,681,gefoerdert,nicht gefoerdert,32,122
2018,14,315,1091.169056894051,769,gefoerdert,nicht gefoerdert,32,122
2016,24,1477,11946.4981951003,913,gefoerdert,nicht gefoerdert,25,122
2017,23,1506,14063.905426953,902,gefoerdert,nicht gefoerdert,25,122
2018,21,1697,12596.78034449972,1137,gefoerdert,nicht gefoerdert,25,122
2016,16,207,3798.266192103401,4345,gefoerdert,nicht gefoerdert,37,122
2017,16,189,2574.114437206876,4751,gefoerdert,nicht gefoerdert,37,122
2018,17,194,3297.651050939232,5310,gefoerdert,nicht gefoerdert,37,122
2016,10,334,2809.317533541631,6408,gefoerdert,nicht gefoerdert,13,122
2017,13,310,1983.320258743065,6538,gefoerdert,nicht gefoerdert,13,122
2018,13,313,2149.112813911103,7057,gefoerdert,nicht gefoerdert,13,122
2016,9,230,1022.402289116756,498,gefoerdert,nicht gefoerdert,35,122
2017,10,214,1670.348618391709,453,gefoerdert,nicht gefoerdert,35,122
2018,9,219,2079.587503845998,461,gefoerdert,nicht gefoerdert,35,122
2016,8,334,1923.383716176162,6759,gefoerdert,nicht gefoerdert,12,122
2017,8,352,1762.39063916334,6977,gefoerdert,nicht gefoerdert,12,122
2018,6,353,1922.996665086928,7711,gefoerdert,nicht gefoerdert,12,122
2016,,,,289,gefoerdert,nicht gefoerdert,21,122
2017,,,,294,gefoerdert,nicht gefoerdert,21,122
2018,,,,388,gefoerdert,nicht gefoerdert,21,122
2016,2,29,2.68156435216473,5,gefoerdert,nicht gefoerdert,20,122
2017,2,21,4.96797788465817,13,gefoerdert,nicht gefoerdert,20,122
2018,2,16,2.717395343313657,12,gefoerdert,nicht gefoerdert,20,122
2016,,,,224,gefoerdert,nicht gefoerdert,2,122
2017,,,,277,gefoerdert,nicht gefoerdert,2,122
2018,,,,266,gefoerdert,nicht gefoerdert,2,122
2016,,,,9,gefoerdert,nicht gefoerdert,19,122
2017,,,,5,gefoerdert,nicht gefoerdert,19,122
2018,,,,5,gefoerdert,nicht gefoerdert,19,122
2016,,,,296,gefoerdert,nicht gefoerdert,16,122
2017,,,,347,gefoerdert,nicht gefoerdert,16,122
2018,,,,360,gefoerdert,nicht gefoerdert,16,122
2016,1,299,1373.348186254949,,gefoerdert,nicht gefoerdert,26,122
2017,3,301,293.4821600663356,,gefoerdert,nicht gefoerdert,26,122
2018,3,274,268.6231687502084,,gefoerdert,nicht gefoerdert,26,122
2016,,,,11,gefoerdert,nicht gefoerdert,55,122
2017,,,,25,gefoerdert,nicht gefoerdert,55,122
2018,,,,16,gefoerdert,nicht gefoerdert,55,122
2016,,,,23,gefoerdert,nicht gefoerdert,9,122
2017,,,,24,gefoerdert,nicht gefoerdert,9,122
2018,,,,32,gefoerdert,nicht gefoerdert,9,122
2016,4,14,,3028,gefoerdert,nicht gefoerdert,31,122
2017,3,5,1186.446487323816,3485,gefoerdert,nicht gefoerdert,31,122
2018,3,1,951.1261488767796,3745,gefoerdert,nicht gefoerdert,31,122
2016,9,1,,237,gefoerdert,nicht gefoerdert,15,122
2017,8,1,715.2808800498544,261,gefoerdert,nicht gefoerdert,15,122
2018,7,1,633.8989730970046,384,gefoerdert,nicht gefoerdert,15,122
2016,,,,18,gefoerdert,nicht gefoerdert,51,122
2017,,,,20,gefoerdert,nicht gefoerdert,51,122
2018,,,,26,gefoerdert,nicht gefoerdert,51,122
2016,,,,4,gefoerdert,nicht gefoerdert,40,122
2017,,,,1,gefoerdert,nicht gefoerdert,40,122
2018,,,,11,gefoerdert,nicht gefoerdert,40,122
2016,,,,19,gefoerdert,nicht gefoerdert,8,122
2017,,,,16,gefoerdert,nicht gefoerdert,8,122
2018,,,,22,gefoerdert,nicht gefoerdert,8,122
2016,,18,20.49161957031232,,gefoerdert,nicht gefoerdert,29,122
2017,,16,10.64043926218544,,gefoerdert,nicht gefoerdert,29,122
2018,,10,.1806205325258622,1,gefoerdert,nicht gefoerdert,29,122
2016,,,,,gefoerdert,nicht gefoerdert,11,122
2017,,,,,gefoerdert,nicht gefoerdert,11,122
2018,,,,1,gefoerdert,nicht gefoerdert,11,122
2016,,,,25,gefoerdert,nicht gefoerdert,24,122
2017,,,,21,gefoerdert,nicht gefoerdert,24,122
2018,,,,32,gefoerdert,nicht gefoerdert,24,122
2016,,,,,gefoerdert,nicht gefoerdert,14,122
2017,,,,,gefoerdert,nicht gefoerdert,14,122
2018,,,,,gefoerdert,nicht gefoerdert,14,122
2016,,199,130.8752304916684,3,gefoerdert,nicht gefoerdert,34,122
2017,,197,32.29460231751698,1,gefoerdert,nicht gefoerdert,34,122
2018,,168,37.77754807764193,3,gefoerdert,nicht gefoerdert,34,122
2016,1,44,384.9031529768355,,gefoerdert,in 3 Linien gefoerdert,50,65
2017,0,37,105.1463888775285,,gefoerdert,in 3 Linien gefoerdert,50,65
2018,1,22,104.3249798161963,,gefoerdert,in 3 Linien gefoerdert,50,65
2016,,,,4,gefoerdert,in 3 Linien gefoerdert,18,65
2017,,,,6,gefoerdert,in 3 Linien gefoerdert,18,65
2018,,,,6,gefoerdert,in 3 Linien gefoerdert,18,65
2016,4,0,938.3975690709734,4,gefoerdert,in 3 Linien gefoerdert,27,65
2017,4,0,905.8536343885467,6,gefoerdert,in 3 Linien gefoerdert,27,65
2018,3,0,225.2185264739858,6,gefoerdert,in 3 Linien gefoerdert,27,65
2016,16,607,825.5744805595909,40,gefoerdert,in 3 Linien gefoerdert,36,65
2017,14,649,886.5434623255793,63,gefoerdert,in 3 Linien gefoerdert,36,65
2018,12,602,895.5480450880387,65,gefoerdert,in 3 Linien gefoerdert,36,65
2016,33,1576,4655.322083420641,69,gefoerdert,in 3 Linien gefoerdert,23,65
2017,36,1687,6112.805923603762,109,gefoerdert,in 3 Linien gefoerdert,23,65
2018,31,1678,9643.515715695879,126,gefoerdert,in 3 Linien gefoerdert,23,65
2016,,,,45,gefoerdert,in 3 Linien gefoerdert,10,65
2017,,,,59,gefoerdert,in 3 Linien gefoerdert,10,65
2018,,,,92,gefoerdert,in 3 Linien gefoerdert,10,65
2016,5,567,390.5093230055847,18,gefoerdert,in 3 Linien gefoerdert,3,65
2017,4,568,970.8838291958264,24,gefoerdert,in 3 Linien gefoerdert,3,65
2018,5,641,946.5234073621841,20,gefoerdert,in 3 Linien gefoerdert,3,65
2016,7,189,1464.579150553566,4,gefoerdert,in 3 Linien gefoerdert,4,65
2017,6,179,4339.372444350903,2,gefoerdert,in 3 Linien gefoerdert,4,65
2018,6,162,2908.274475901974,2,gefoerdert,in 3 Linien gefoerdert,4,65
2016,23,1076,1994.541842916635,70,gefoerdert,in 3 Linien gefoerdert,22,65
2017,20,1065,2571.409904098662,59,gefoerdert,in 3 Linien gefoerdert,22,65
2018,19,1084,2751.62440262389,81,gefoerdert,in 3 Linien gefoerdert,22,65
2016,10,1205,116.7830568364535,70,gefoerdert,in 3 Linien gefoerdert,5,65
2017,10,1255,344.6514272474962,59,gefoerdert,in 3 Linien gefoerdert,5,65
2018,11,1359,205.6369245218698,81,gefoerdert,in 3 Linien gefoerdert,5,65
2016,13,517,756.0558922340902,70,gefoerdert,in 3 Linien gefoerdert,44,65
2017,12,552,964.4510699471094,59,gefoerdert,in 3 Linien gefoerdert,44,65
2018,14,641,1376.61153823799,81,gefoerdert,in 3 Linien gefoerdert,44,65
2016,,,,70,gefoerdert,in 3 Linien gefoerdert,45,65
2017,,,,59,gefoerdert,in 3 Linien gefoerdert,45,65
2018,,,,81,gefoerdert,in 3 Linien gefoerdert,45,65
2016,27,2012,4304.690682143399,70,gefoerdert,in 3 Linien gefoerdert,7,65
2017,28,2128,5853.778751419391,59,gefoerdert,in 3 Linien gefoerdert,7,65
2018,28,2152,5078.385049255568,81,gefoerdert,in 3 Linien gefoerdert,7,65
2016,9,438,2482.57827029798,22,gefoerdert,in 3 Linien gefoerdert,28,65
2017,7,468,3297.213178074991,30,gefoerdert,in 3 Linien gefoerdert,28,65
2018,8,457,3034.857984876327,33,gefoerdert,in 3 Linien gefoerdert,28,65
2016,20,925,2303.261527629282,2982,gefoerdert,in 3 Linien gefoerdert,39,65
2017,19,938,2781.428247018066,3155,gefoerdert,in 3 Linien gefoerdert,39,65
2018,19,932,2600.799057048976,3186,gefoerdert,in 3 Linien gefoerdert,39,65
2016,23,1764,1617.487901960568,346,gefoerdert,in 3 Linien gefoerdert,17,65
2017,21,2079,2458.23877426097,371,gefoerdert,in 3 Linien gefoerdert,17,65
2018,22,2482,2335.12785152325,420,gefoerdert,in 3 Linien gefoerdert,17,65
2016,,,,,gefoerdert,in 3 Linien gefoerdert,46,65
2017,,,,,gefoerdert,in 3 Linien gefoerdert,46,65
2018,,,,,gefoerdert,in 3 Linien gefoerdert,46,65
2016,,,,26,gefoerdert,in 3 Linien gefoerdert,49,65
2017,,,,37,gefoerdert,in 3 Linien gefoerdert,49,65
2018,,,,37,gefoerdert,in 3 Linien gefoerdert,49,65
2016,10,951,1368.769071962928,,gefoerdert,in 3 Linien gefoerdert,41,65
2017,10,949,1062.8133844554,,gefoerdert,in 3 Linien gefoerdert,41,65
2018,12,935,1881.646144297892,,gefoerdert,in 3 Linien gefoerdert,41,65
2016,13,494,3705.336131807182,,gefoerdert,in 3 Linien gefoerdert,43,65
2017,15,518,4259.653940954548,,gefoerdert,in 3 Linien gefoerdert,43,65
2018,18,518,3908.884154722143,,gefoerdert,in 3 Linien gefoerdert,43,65
2016,28,1506,4734.185415584186,388,gefoerdert,in 3 Linien gefoerdert,38,65
2017,25,1465,5734.65331541506,490,gefoerdert,in 3 Linien gefoerdert,38,65
2018,23,1515,3464.426716775211,562,gefoerdert,in 3 Linien gefoerdert,38,65
2016,9,554,401.6107882122125,253,gefoerdert,in 3 Linien gefoerdert,48,65
2017,8,602,142.9304731842927,322,gefoerdert,in 3 Linien gefoerdert,48,65
2018,10,599,152.8543883733779,284,gefoerdert,in 3 Linien gefoerdert,48,65
2016,,2,,24,gefoerdert,in 3 Linien gefoerdert,47,65
2017,,,,19,gefoerdert,in 3 Linien gefoerdert,47,65
2018,0,,,22,gefoerdert,in 3 Linien gefoerdert,47,65
2016,26,2389,1135.694564080618,53,gefoerdert,in 3 Linien gefoerdert,42,65
2017,27,2296,997.3696248108346,46,gefoerdert,in 3 Linien gefoerdert,42,65
2018,24,2282,1253.313241504357,72,gefoerdert,in 3 Linien gefoerdert,42,65
2016,,,,196,gefoerdert,in 3 Linien gefoerdert,53,65
2017,,,,249,gefoerdert,in 3 Linien gefoerdert,53,65
2018,,,,276,gefoerdert,in 3 Linien gefoerdert,53,65
2016,40,2056,1684.025087709768,1162,gefoerdert,in 3 Linien gefoerdert,56,65
2017,43,2108,1812.045782150524,1326,gefoerdert,in 3 Linien gefoerdert,56,65
2018,39,2164,1702.809452841969,1443,gefoerdert,in 3 Linien gefoerdert,56,65
2016,,29,,,gefoerdert,in 3 Linien gefoerdert,33,65
2017,,22,,,gefoerdert,in 3 Linien gefoerdert,33,65
2018,,6,,,gefoerdert,in 3 Linien gefoerdert,33,65
2016,28,989,5349.82669157968,965,gefoerdert,in 3 Linien gefoerdert,32,65
2017,29,1087,5449.588199356842,968,gefoerdert,in 3 Linien gefoerdert,32,65
2018,29,1121,6290.751551942177,1122,gefoerdert,in 3 Linien gefoerdert,32,65
2016,19,1956,2978.911614505401,506,gefoerdert,in 3 Linien gefoerdert,25,65
2017,18,2012,4317.243430886186,581,gefoerdert,in 3 Linien gefoerdert,25,65
2018,21,2045,5366.756238790597,647,gefoerdert,in 3 Linien gefoerdert,25,65
2016,26,654,7120.712308154267,12672,gefoerdert,in 3 Linien gefoerdert,37,65
2017,27,663,7724.350268176403,13608,gefoerdert,in 3 Linien gefoerdert,37,65
2018,26,676,8873.92680387435,14703,gefoerdert,in 3 Linien gefoerdert,37,65
2016,38,1023,8543.64252292767,13602,gefoerdert,in 3 Linien gefoerdert,13,65
2017,40,1052,11453.77723210073,14244,gefoerdert,in 3 Linien gefoerdert,13,65
2018,38,1115,9103.340779697925,14861,gefoerdert,in 3 Linien gefoerdert,13,65
2016,10,572,1169.459962668344,525,gefoerdert,in 3 Linien gefoerdert,35,65
2017,11,590,1071.310170643864,547,gefoerdert,in 3 Linien gefoerdert,35,65
2018,10,640,1054.815845332384,633,gefoerdert,in 3 Linien gefoerdert,35,65
2016,24,1136,7403.075262043705,13324,gefoerdert,in 3 Linien gefoerdert,12,65
2017,23,1124,9379.524530403593,14058,gefoerdert,in 3 Linien gefoerdert,12,65
2018,24,1146,8284.351156566074,16183,gefoerdert,in 3 Linien gefoerdert,12,65
2016,26,851,4984.315442043546,5823,gefoerdert,in 3 Linien gefoerdert,21,65
2017,28,798,5026.542753940263,6273,gefoerdert,in 3 Linien gefoerdert,21,65
2018,32,777,5216.754691804211,7356,gefoerdert,in 3 Linien gefoerdert,21,65
2016,9,617,788.1042934515714,194,gefoerdert,in 3 Linien gefoerdert,20,65
2017,9,604,490.495882407604,284,gefoerdert,in 3 Linien gefoerdert,20,65
2018,7,623,423.9208850511075,294,gefoerdert,in 3 Linien gefoerdert,20,65
2016,,,,1619,gefoerdert,in 3 Linien gefoerdert,2,65
2017,,,,1732,gefoerdert,in 3 Linien gefoerdert,2,65
2018,,,,1858,gefoerdert,in 3 Linien gefoerdert,2,65
2016,,,,83,gefoerdert,in 3 Linien gefoerdert,19,65
2017,,,,99,gefoerdert,in 3 Linien gefoerdert,19,65
2018,,,,144,gefoerdert,in 3 Linien gefoerdert,19,65
2016,,,,1016,gefoerdert,in 3 Linien gefoerdert,16,65
2017,,,,1155,gefoerdert,in 3 Linien gefoerdert,16,65
2018,,,,1288,gefoerdert,in 3 Linien gefoerdert,16,65
2016,,,,18,gefoerdert,in 3 Linien gefoerdert,55,65
2017,,,,29,gefoerdert,in 3 Linien gefoerdert,55,65
2018,,,,28,gefoerdert,in 3 Linien gefoerdert,55,65
2016,,,,9,gefoerdert,in 3 Linien gefoerdert,9,65
2017,,,,12,gefoerdert,in 3 Linien gefoerdert,9,65
2018,,,,19,gefoerdert,in 3 Linien gefoerdert,9,65
2016,,,,2603,gefoerdert,in 3 Linien gefoerdert,31,65
2017,,,,3152,gefoerdert,in 3 Linien gefoerdert,31,65
2018,,,,3341,gefoerdert,in 3 Linien gefoerdert,31,65
2016,,,,229,gefoerdert,in 3 Linien gefoerdert,15,65
2017,,,,220,gefoerdert,in 3 Linien gefoerdert,15,65
2018,,,,363,gefoerdert,in 3 Linien gefoerdert,15,65
2016,,,,30,gefoerdert,in 3 Linien gefoerdert,51,65
2017,,,,25,gefoerdert,in 3 Linien gefoerdert,51,65
2018,,,,32,gefoerdert,in 3 Linien gefoerdert,51,65
2016,,,,,gefoerdert,in 3 Linien gefoerdert,6,65
2017,,,,,gefoerdert,in 3 Linien gefoerdert,6,65
2018,,,,1,gefoerdert,in 3 Linien gefoerdert,6,65
2016,,,,69,gefoerdert,in 3 Linien gefoerdert,40,65
2017,,,,83,gefoerdert,in 3 Linien gefoerdert,40,65
2018,,,,128,gefoerdert,in 3 Linien gefoerdert,40,65
2016,,,,38,gefoerdert,in 3 Linien gefoerdert,8,65
2017,,,,34,gefoerdert,in 3 Linien gefoerdert,8,65
2018,,,,86,gefoerdert,in 3 Linien gefoerdert,8,65
2016,,,,,gefoerdert,in 3 Linien gefoerdert,52,65
2017,,,,,gefoerdert,in 3 Linien gefoerdert,52,65
2018,,,,,gefoerdert,in 3 Linien gefoerdert,52,65
2016,12,877,2371.235596889199,2,gefoerdert,in 3 Linien gefoerdert,29,65
2017,14,872,2584.453893190204,2,gefoerdert,in 3 Linien gefoerdert,29,65
2018,14,855,2044.885948122874,4,gefoerdert,in 3 Linien gefoerdert,29,65
2016,,,,2,gefoerdert,in 3 Linien gefoerdert,11,65
2017,,,,2,gefoerdert,in 3 Linien gefoerdert,11,65
2018,,,,4,gefoerdert,in 3 Linien gefoerdert,11,65
2016,,,,25,gefoerdert,in 3 Linien gefoerdert,24,65
2017,,,,20,gefoerdert,in 3 Linien gefoerdert,24,65
2018,,,,20,gefoerdert,in 3 Linien gefoerdert,24,65
2016,11,914,2884.983169083559,9,gefoerdert,in 3 Linien gefoerdert,14,65
2017,15,960,3349.238808145999,10,gefoerdert,in 3 Linien gefoerdert,14,65
2018,15,1026,2602.291547541053,2,gefoerdert,in 3 Linien gefoerdert,14,65
2016,0,10,0,7,gefoerdert,in 3 Linien gefoerdert,34,65
2017,,8,0,5,gefoerdert,in 3 Linien gefoerdert,34,65
2018,,6,,7,gefoerdert,in 3 Linien gefoerdert,34,65
2016,0,189,,,nicht gefoerdert,nicht gefoerdert,50,86
2017,1,185,,,nicht gefoerdert,nicht gefoerdert,50,86
2018,1,182,,,nicht gefoerdert,nicht gefoerdert,50,86
2016,1,138,5.962755870549483,,nicht gefoerdert,nicht gefoerdert,18,86
2017,1,134,5.439158436610714,,nicht gefoerdert,nicht gefoerdert,18,86
2018,1,138,1.897863448384971,,nicht gefoerdert,nicht gefoerdert,18,86
2016,,,,,nicht gefoerdert,nicht gefoerdert,27,86
2017,,,,,nicht gefoerdert,nicht gefoerdert,27,86
2018,,,,,nicht gefoerdert,nicht gefoerdert,27,86
2016,2,18,85.47113371763899,3,nicht gefoerdert,nicht gefoerdert,36,86
2017,2,19,69.01738060715439,2,nicht gefoerdert,nicht gefoerdert,36,86
2018,2,25,24.05128518603453,3,nicht gefoerdert,nicht gefoerdert,36,86
2016,5,495,49.02420896023951,15,nicht gefoerdert,nicht gefoerdert,23,86
2017,5,531,198.1418117364119,8,nicht gefoerdert,nicht gefoerdert,23,86
2018,5,555,162.8783772771288,16,nicht gefoerdert,nicht gefoerdert,23,86
2016,,,,2,nicht gefoerdert,nicht gefoerdert,10,86
2017,,,,3,nicht gefoerdert,nicht gefoerdert,10,86
2018,,,,5,nicht gefoerdert,nicht gefoerdert,10,86
2016,,,,1,nicht gefoerdert,nicht gefoerdert,3,86
2017,,,,6,nicht gefoerdert,nicht gefoerdert,3,86
2018,,,,1,nicht gefoerdert,nicht gefoerdert,3,86
2016,,,,,nicht gefoerdert,nicht gefoerdert,4,86
2017,,,,,nicht gefoerdert,nicht gefoerdert,4,86
2018,,,,,nicht gefoerdert,nicht gefoerdert,4,86
2016,6,355,73.58379825203555,2,nicht gefoerdert,nicht gefoerdert,22,86
2017,6,356,90.30375431985489,5,nicht gefoerdert,nicht gefoerdert,22,86
2018,8,397,198.8829690133415,7,nicht gefoerdert,nicht gefoerdert,22,86
2016,5,348,10.24767184757828,2,nicht gefoerdert,nicht gefoerdert,5,86
2017,5,365,52.55443855303327,5,nicht gefoerdert,nicht gefoerdert,5,86
2018,5,394,172.7253482085447,7,nicht gefoerdert,nicht gefoerdert,5,86
2016,,,,2,nicht gefoerdert,nicht gefoerdert,44,86
2017,,,,5,nicht gefoerdert,nicht gefoerdert,44,86
2018,,,,7,nicht gefoerdert,nicht gefoerdert,44,86
2016,,,,2,nicht gefoerdert,nicht gefoerdert,45,86
2017,,,,5,nicht gefoerdert,nicht gefoerdert,45,86
2018,,,,7,nicht gefoerdert,nicht gefoerdert,45,86
2016,,,,2,nicht gefoerdert,nicht gefoerdert,7,86
2017,,,,5,nicht gefoerdert,nicht gefoerdert,7,86
2018,,,,7,nicht gefoerdert,nicht gefoerdert,7,86
2016,,,,1,nicht gefoerdert,nicht gefoerdert,28,86
2017,,,,,nicht gefoerdert,nicht gefoerdert,28,86
2018,,,,1,nicht gefoerdert,nicht gefoerdert,28,86
2016,6,384,1088.341739508983,368,nicht gefoerdert,nicht gefoerdert,39,86
2017,6,394,1202.783136024557,409,nicht gefoerdert,nicht gefoerdert,39,86
2018,6,370,977.8445368399485,436,nicht gefoerdert,nicht gefoerdert,39,86
2016,5,299,666.8519316160714,20,nicht gefoerdert,nicht gefoerdert,17,86
2017,5,292,733.9633895728414,26,nicht gefoerdert,nicht gefoerdert,17,86
2018,5,310,640.6852744921897,33,nicht gefoerdert,nicht gefoerdert,17,86
2016,1,85,33.17970048311044,11,nicht gefoerdert,nicht gefoerdert,49,86
2017,1,88,23.01921303341733,6,nicht gefoerdert,nicht gefoerdert,49,86
2018,1,102,0,16,nicht gefoerdert,nicht gefoerdert,49,86
2016,2,0,,81,nicht gefoerdert,nicht gefoerdert,38,86
2017,2,0,,94,nicht gefoerdert,nicht gefoerdert,38,86
2018,2,0,,104,nicht gefoerdert,nicht gefoerdert,38,86
2016,2,519,621.5502633706619,48,nicht gefoerdert,nicht gefoerdert,48,86
2017,2,532,726.3430972658306,47,nicht gefoerdert,nicht gefoerdert,48,86
2018,2,556,557.4991680195131,40,nicht gefoerdert,nicht gefoerdert,48,86
2016,,0,,7,nicht gefoerdert,nicht gefoerdert,47,86
2017,,0,,10,nicht gefoerdert,nicht gefoerdert,47,86
2018,,0,,11,nicht gefoerdert,nicht gefoerdert,47,86
2016,1,,,16,nicht gefoerdert,nicht gefoerdert,42,86
2017,1,,,12,nicht gefoerdert,nicht gefoerdert,42,86
2018,1,,,12,nicht gefoerdert,nicht gefoerdert,42,86
2016,,,,3,nicht gefoerdert,nicht gefoerdert,53,86
2017,,,,1,nicht gefoerdert,nicht gefoerdert,53,86
2018,,,,2,nicht gefoerdert,nicht gefoerdert,53,86
2016,10,0,1267.140649455419,348,nicht gefoerdert,nicht gefoerdert,56,86
2017,11,0,1465.332142823828,419,nicht gefoerdert,nicht gefoerdert,56,86
2018,11,0,1613.187515878281,543,nicht gefoerdert,nicht gefoerdert,56,86
2016,,267,,,nicht gefoerdert,nicht gefoerdert,54,86
2017,,328,,,nicht gefoerdert,nicht gefoerdert,54,86
2018,,416,,,nicht gefoerdert,nicht gefoerdert,54,86
2016,,,,,nicht gefoerdert,nicht gefoerdert,33,86
2017,,,,,nicht gefoerdert,nicht gefoerdert,33,86
2018,,,,,nicht gefoerdert,nicht gefoerdert,33,86
2016,16,724,129.7988891504214,670,nicht gefoerdert,nicht gefoerdert,32,86
2017,17,739,249.6367765834476,748,nicht gefoerdert,nicht gefoerdert,32,86
2018,15,727,425.8483927538981,779,nicht gefoerdert,nicht gefoerdert,32,86
2016,13,1712,3347.261623934247,322,nicht gefoerdert,nicht gefoerdert,25,86
2017,14,1709,3723.37593965099,401,nicht gefoerdert,nicht gefoerdert,25,86
2018,14,1740,3607.929140090083,497,nicht gefoerdert,nicht gefoerdert,25,86
2016,11,264,1772.52515498956,7390,nicht gefoerdert,nicht gefoerdert,37,86
2017,11,285,1772.528841072461,8465,nicht gefoerdert,nicht gefoerdert,37,86
2018,12,295,2104.43133866944,7747,nicht gefoerdert,nicht gefoerdert,37,86
2016,17,633,4019.152536215094,6492,nicht gefoerdert,nicht gefoerdert,13,86
2017,17,636,4239.15461641926,7082,nicht gefoerdert,nicht gefoerdert,13,86
2018,18,633,3509.572853910484,7161,nicht gefoerdert,nicht gefoerdert,13,86
2016,12,709,1089.736455341921,165,nicht gefoerdert,nicht gefoerdert,35,86
